ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,maxtempC,mintempC,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
Airport ATM,2014-07-23,144,121,23,690500,612500,78000,WEDNESDAY,NH,W,WWW,29,20,10.3,5,17,03:01 AM,04:00 PM,06:08 AM,06:52 PM,18,25,25,24,25,58,73,1.6,1010,29,10,254,20
KK Nagar ATM,2014-07-23,239,163,76,1247100,908500,338600,WEDNESDAY,NH,W,WWW,29,20,10.3,5,17,03:01 AM,04:00 PM,06:08 AM,06:52 PM,18,25,25,24,25,58,73,1.6,1010,29,10,254,20
Christ College ATM,2014-07-23,105,51,54,472200,327400,144800,WEDNESDAY,NH,W,WWW,29,20,10.3,5,17,03:01 AM,04:00 PM,06:08 AM,06:52 PM,18,25,25,24,25,58,73,1.6,1010,29,10,254,20
Big Street ATM,2014-07-24,125,33,92,386600,130500,256100,THURSDAY,NH,W,WWW,30,20,11.6,6,10,03:51 AM,04:49 PM,06:08 AM,06:52 PM,18,25,25,24,22,50,72,0.4,1011,30,10,255,18
Mount Road ATM,2014-07-24,171,77,94,664300,341200,323100,THURSDAY,NH,W,WWW,30,20,11.6,6,10,03:51 AM,04:49 PM,06:08 AM,06:52 PM,18,25,25,24,22,50,72,0.4,1011,30,10,255,18
Airport ATM,2014-07-24,54,41,13,249900,235900,14000,THURSDAY,NH,W,WWW,30,20,11.6,6,10,03:51 AM,04:49 PM,06:08 AM,06:52 PM,18,25,25,24,22,50,72,0.4,1011,30,10,255,18
KK Nagar ATM,2014-07-24,275,208,67,1203300,1020200,183100,THURSDAY,NH,W,WWW,30,20,11.6,6,10,03:51 AM,04:49 PM,06:08 AM,06:52 PM,18,25,25,24,22,50,72,0.4,1011,30,10,255,18
Christ College ATM,2014-07-24,119,47,72,470000,234400,235600,THURSDAY,NH,W,WWW,30,20,11.6,6,10,03:51 AM,04:49 PM,06:08 AM,06:52 PM,18,25,25,24,22,50,72,0.4,1011,30,10,255,18
Big Street ATM,2014-07-25,108,38,70,404600,229900,174700,FRIDAY,NH,W,WWH,30,20,11.6,6,3,04:40 AM,05:36 PM,06:08 AM,06:51 PM,18,25,25,24,21,50,72,2.4,1011,30,10,254,16
Mount Road ATM,2014-07-25,180,88,92,732500,459600,272900,FRIDAY,NH,W,WWH,30,20,11.6,6,3,04:40 AM,05:36 PM,06:08 AM,06:51 PM,18,25,25,24,21,50,72,2.4,1011,30,10,254,16
Airport ATM,2014-07-25,96,81,15,680000,646100,33900,FRIDAY,NH,W,WWH,30,20,11.6,6,3,04:40 AM,05:36 PM,06:08 AM,06:51 PM,18,25,25,24,21,50,72,2.4,1011,30,10,254,16
KK Nagar ATM,2014-07-25,209,165,44,917000,772200,144800,FRIDAY,NH,W,WWH,30,20,11.6,6,3,04:40 AM,05:36 PM,06:08 AM,06:51 PM,18,25,25,24,21,50,72,2.4,1011,30,10,254,16
Christ College ATM,2014-07-25,119,57,62,504600,303600,201000,FRIDAY,NH,W,WWH,30,20,11.6,6,3,04:40 AM,05:36 PM,06:08 AM,06:51 PM,18,25,25,24,21,50,72,2.4,1011,30,10,254,16
Big Street ATM,2014-07-26,94,21,73,316900,106400,210500,SATURDAY,NH,H,WHH,30,20,11.6,6,0,05:29 AM,06:20 PM,06:08 AM,06:51 PM,19,26,26,25,20,42,72,2.3,1012,30,10,263,15
Mount Road ATM,2014-07-26,286,116,170,1063600,514200,549400,SATURDAY,NH,H,WHH,30,20,11.6,6,0,05:29 AM,06:20 PM,06:08 AM,06:51 PM,19,26,26,25,20,42,72,2.3,1012,30,10,263,15
Airport ATM,2014-07-26,109,84,25,544600,481700,62900,SATURDAY,NH,H,WHH,30,20,11.6,6,0,05:29 AM,06:20 PM,06:08 AM,06:51 PM,19,26,26,25,20,42,72,2.3,1012,30,10,263,15
KK Nagar ATM,2014-07-26,271,211,60,1301700,1034500,267200,SATURDAY,NH,H,WHH,30,20,11.6,6,0,05:29 AM,06:20 PM,06:08 AM,06:51 PM,19,26,26,25,20,42,72,2.3,1012,30,10,263,15
Christ College ATM,2014-07-26,120,50,70,369300,171300,198000,SATURDAY,NH,H,WHH,30,20,11.6,6,0,05:29 AM,06:20 PM,06:08 AM,06:51 PM,19,26,26,25,20,42,72,2.3,1012,30,10,263,15
Big Street ATM,2014-07-27,80,16,64,204100,61000,143100,SUNDAY,NH,H,HHW,29,20,11.6,6,0,06:17 AM,07:03 PM,06:09 AM,06:51 PM,19,25,25,24,20,45,73,0.0,1012,29,10,260,16
Mount Road ATM,2014-07-27,148,55,93,388700,157500,231200,SUNDAY,NH,H,HHW,29,20,11.6,6,0,06:17 AM,07:03 PM,06:09 AM,06:51 PM,19,25,25,24,20,45,73,0.0,1012,29,10,260,16
Airport ATM,2014-07-27,103,73,30,501700,410300,91400,SUNDAY,NH,H,HHW,29,20,11.6,6,0,06:17 AM,07:03 PM,06:09 AM,06:51 PM,19,25,25,24,20,45,73,0.0,1012,29,10,260,16
KK Nagar ATM,2014-07-27,106,70,36,364900,244000,120900,SUNDAY,NH,H,HHW,29,20,11.6,6,0,06:17 AM,07:03 PM,06:09 AM,06:51 PM,19,25,25,24,20,45,73,0.0,1012,29,10,260,16
Christ College ATM,2014-07-27,60,27,33,167700,83200,84500,SUNDAY,NH,H,HHW,29,20,11.6,6,0,06:17 AM,07:03 PM,06:09 AM,06:51 PM,19,25,25,24,20,45,73,0.0,1012,29,10,260,16
Big Street ATM,2014-07-28,115,38,77,332000,155700,176300,MONDAY,NH,W,HWH,30,21,11.6,6,4,07:04 AM,07:44 PM,06:09 AM,06:51 PM,18,26,26,25,22,48,69,0.0,1010,30,10,264,18
Mount Road ATM,2014-07-28,155,92,63,651200,473000,178200,MONDAY,NH,W,HWH,30,21,11.6,6,4,07:04 AM,07:44 PM,06:09 AM,06:51 PM,18,26,26,25,22,48,69,0.0,1010,30,10,264,18
Airport ATM,2014-07-28,113,89,24,457600,438400,19200,MONDAY,NH,W,HWH,30,21,11.6,6,4,07:04 AM,07:44 PM,06:09 AM,06:51 PM,18,26,26,25,22,48,69,0.0,1010,30,10,264,18
KK Nagar ATM,2014-07-28,308,222,86,1444600,1167800,276800,MONDAY,NH,W,HWH,30,21,11.6,6,4,07:04 AM,07:44 PM,06:09 AM,06:51 PM,18,26,26,25,22,48,69,0.0,1010,30,10,264,18
Christ College ATM,2014-07-28,119,64,55,496100,330200,165900,MONDAY,NH,W,HWH,30,21,11.6,6,4,07:04 AM,07:44 PM,06:09 AM,06:51 PM,18,26,26,25,22,48,69,0.0,1010,30,10,264,18
Big Street ATM,2014-07-29,48,10,38,164900,58000,106900,TUESDAY,M,H,WHW,30,20,11.6,6,12,07:51 AM,08:23 PM,06:09 AM,06:50 PM,18,26,26,24,22,41,69,0.0,1010,30,10,257,18
Mount Road ATM,2014-07-29,110,52,58,368500,224100,144400,TUESDAY,M,H,WHW,30,20,11.6,6,12,07:51 AM,08:23 PM,06:09 AM,06:50 PM,18,26,26,24,22,41,69,0.0,1010,30,10,257,18
Airport ATM,2014-07-29,91,67,24,393400,310500,82900,TUESDAY,M,H,WHW,30,20,11.6,6,12,07:51 AM,08:23 PM,06:09 AM,06:50 PM,18,26,26,24,22,41,69,0.0,1010,30,10,257,18
KK Nagar ATM,2014-07-29,161,117,44,674700,546900,127800,TUESDAY,M,H,WHW,30,20,11.6,6,12,07:51 AM,08:23 PM,06:09 AM,06:50 PM,18,26,26,24,22,41,69,0.0,1010,30,10,257,18
Christ College ATM,2014-07-29,75,36,39,231100,175000,56100,TUESDAY,M,H,WHW,30,20,11.6,6,12,07:51 AM,08:23 PM,06:09 AM,06:50 PM,18,26,26,24,22,41,69,0.0,1010,30,10,257,18
Big Street ATM,2014-07-30,103,29,74,288000,105700,182300,WEDNESDAY,NH,W,HWW,30,21,11.6,6,19,08:36 AM,09:03 PM,06:09 AM,06:50 PM,18,26,26,24,23,44,72,0.9,1010,30,10,249,18
Mount Road ATM,2014-07-30,200,108,92,839100,606600,232500,WEDNESDAY,NH,W,HWW,30,21,11.6,6,19,08:36 AM,09:03 PM,06:09 AM,06:50 PM,18,26,26,24,23,44,72,0.9,1010,30,10,249,18
Airport ATM,2014-07-30,106,85,21,620100,577700,42400,WEDNESDAY,NH,W,HWW,30,21,11.6,6,19,08:36 AM,09:03 PM,06:09 AM,06:50 PM,18,26,26,24,23,44,72,0.9,1010,30,10,249,18
KK Nagar ATM,2014-07-30,232,167,65,1117200,837700,279500,WEDNESDAY,NH,W,HWW,30,21,11.6,6,19,08:36 AM,09:03 PM,06:09 AM,06:50 PM,18,26,26,24,23,44,72,0.9,1010,30,10,249,18
Christ College ATM,2014-07-30,100,36,64,386800,156100,230700,WEDNESDAY,NH,W,HWW,30,21,11.6,6,19,08:36 AM,09:03 PM,06:09 AM,06:50 PM,18,26,26,24,23,44,72,0.9,1010,30,10,249,18
Big Street ATM,2014-07-31,114,30,84,424100,144900,279200,THURSDAY,NH,W,WWW,24,21,8.9,6,23,09:23 AM,09:42 PM,06:10 AM,06:50 PM,19,25,25,22,21,55,83,2.1,1010,24,10,243,16
Mount Road ATM,2014-07-31,226,116,110,963800,577600,386200,THURSDAY,NH,W,WWW,24,21,8.9,6,23,09:23 AM,09:42 PM,06:10 AM,06:50 PM,19,25,25,22,21,55,83,2.1,1010,24,10,243,16
Airport ATM,2014-07-31,43,35,8,213000,183300,29700,THURSDAY,NH,W,WWW,24,21,8.9,6,23,09:23 AM,09:42 PM,06:10 AM,06:50 PM,19,25,25,22,21,55,83,2.1,1010,24,10,243,16
KK Nagar ATM,2014-07-31,302,236,66,1606700,1373900,232800,THURSDAY,NH,W,WWW,24,21,8.9,6,23,09:23 AM,09:42 PM,06:10 AM,06:50 PM,19,25,25,22,21,55,83,2.1,1010,24,10,243,16
Christ College ATM,2014-07-31,157,60,97,735500,323000,412500,THURSDAY,NH,W,WWW,24,21,8.9,6,23,09:23 AM,09:42 PM,06:10 AM,06:50 PM,19,25,25,22,21,55,83,2.1,1010,24,10,243,16
Big Street ATM,2014-08-01,150,31,119,528200,113700,414500,FRIDAY,NH,W,WWH,24,21,6.2,5,33,10:09 AM,10:21 PM,06:10 AM,06:49 PM,20,25,25,22,18,70,87,9.5,1010,24,10,246,13
Mount Road ATM,2014-08-01,265,116,149,1058400,440400,618000,FRIDAY,NH,W,WWH,24,21,6.2,5,33,10:09 AM,10:21 PM,06:10 AM,06:49 PM,20,25,25,22,18,70,87,9.5,1010,24,10,246,13
Airport ATM,2014-08-01,121,83,38,742300,581500,160800,FRIDAY,NH,W,WWH,24,21,6.2,5,33,10:09 AM,10:21 PM,06:10 AM,06:49 PM,20,25,25,22,18,70,87,9.5,1010,24,10,246,13
KK Nagar ATM,2014-08-01,286,211,75,1557000,1226300,330700,FRIDAY,NH,W,WWH,24,21,6.2,5,33,10:09 AM,10:21 PM,06:10 AM,06:49 PM,20,25,25,22,18,70,87,9.5,1010,24,10,246,13
Christ College ATM,2014-08-01,174,52,122,865300,220900,644400,FRIDAY,NH,W,WWH,24,21,6.2,5,33,10:09 AM,10:21 PM,06:10 AM,06:49 PM,20,25,25,22,18,70,87,9.5,1010,24,10,246,13
Big Street ATM,2014-08-02,149,35,114,551300,105100,446200,SATURDAY,NH,H,WHH,26,20,7.5,5,41,10:57 AM,11:03 PM,06:10 AM,06:49 PM,19,24,24,23,19,69,80,0.3,1010,26,10,249,15
Mount Road ATM,2014-08-02,270,90,180,952100,428900,523200,SATURDAY,NH,H,WHH,26,20,7.5,5,41,10:57 AM,11:03 PM,06:10 AM,06:49 PM,19,24,24,23,19,69,80,0.3,1010,26,10,249,15
Airport ATM,2014-08-02,116,87,29,608900,507600,101300,SATURDAY,NH,H,WHH,26,20,7.5,5,41,10:57 AM,11:03 PM,06:10 AM,06:49 PM,19,24,24,23,19,69,80,0.3,1010,26,10,249,15
KK Nagar ATM,2014-08-02,324,205,119,1550400,1046800,503600,SATURDAY,NH,H,WHH,26,20,7.5,5,41,10:57 AM,11:03 PM,06:10 AM,06:49 PM,19,24,24,23,19,69,80,0.3,1010,26,10,249,15
Christ College ATM,2014-08-02,223,83,140,1162600,494700,667900,SATURDAY,NH,H,WHH,26,20,7.5,5,41,10:57 AM,11:03 PM,06:10 AM,06:49 PM,19,24,24,23,19,69,80,0.3,1010,26,10,249,15
Big Street ATM,2014-08-03,71,16,55,99600,26100,73500,SUNDAY,NH,H,HHW,30,20,10.2,5,48,11:47 AM,11:47 PM,06:10 AM,06:49 PM,19,26,26,24,22,57,75,1.5,1010,30,10,257,17
Mount Road ATM,2014-08-03,161,46,115,506600,212000,294600,SUNDAY,NH,H,HHW,30,20,10.2,5,48,11:47 AM,11:47 PM,06:10 AM,06:49 PM,19,26,26,24,22,57,75,1.5,1010,30,10,257,17
Airport ATM,2014-08-03,90,71,19,418600,351200,67400,SUNDAY,NH,H,HHW,30,20,10.2,5,48,11:47 AM,11:47 PM,06:10 AM,06:49 PM,19,26,26,24,22,57,75,1.5,1010,30,10,257,17
KK Nagar ATM,2014-08-03,137,80,57,512000,266100,245900,SUNDAY,NH,H,HHW,30,20,10.2,5,48,11:47 AM,11:47 PM,06:10 AM,06:49 PM,19,26,26,24,22,57,75,1.5,1010,30,10,257,17
Christ College ATM,2014-08-03,191,49,142,877900,300600,577300,SUNDAY,NH,H,HHW,30,20,10.2,5,48,11:47 AM,11:47 PM,06:10 AM,06:49 PM,19,26,26,24,22,57,75,1.5,1010,30,10,257,17
Big Street ATM,2014-08-04,151,38,113,639200,158100,481100,MONDAY,NH,W,HWW,28,21,10.2,6,55,12:38 PM,No moonset,06:10 AM,06:48 PM,19,25,25,24,21,55,76,0.0,1009,28,10,257,17
Mount Road ATM,2014-08-04,201,108,93,729500,423800,305700,MONDAY,NH,W,HWW,28,21,10.2,6,55,12:38 PM,No moonset,06:10 AM,06:48 PM,19,25,25,24,21,55,76,0.0,1009,28,10,257,17
Airport ATM,2014-08-04,22,14,8,79100,58600,20500,MONDAY,NH,W,HWW,28,21,10.2,6,55,12:38 PM,No moonset,06:10 AM,06:48 PM,19,25,25,24,21,55,76,0.0,1009,28,10,257,17
KK Nagar ATM,2014-08-04,326,204,122,1598800,999400,599400,MONDAY,NH,W,HWW,28,21,10.2,6,55,12:38 PM,No moonset,06:10 AM,06:48 PM,19,25,25,24,21,55,76,0.0,1009,28,10,257,17
Christ College ATM,2014-08-04,228,73,155,1230000,400900,829100,MONDAY,NH,W,HWW,28,21,10.2,6,55,12:38 PM,No moonset,06:10 AM,06:48 PM,19,25,25,24,21,55,76,0.0,1009,28,10,257,17
Big Street ATM,2014-08-05,159,42,117,594800,174900,419900,TUESDAY,NH,W,WWW,29,20,8.9,5,63,01:33 PM,12:35 AM,06:10 AM,06:48 PM,19,25,25,24,22,56,75,1.6,1010,29,10,254,18
Mount Road ATM,2014-08-05,213,119,94,779600,433900,345700,TUESDAY,NH,W,WWW,29,20,8.9,5,63,01:33 PM,12:35 AM,06:10 AM,06:48 PM,19,25,25,24,22,56,75,1.6,1010,29,10,254,18
Airport ATM,2014-08-05,94,70,24,647900,486800,161100,TUESDAY,NH,W,WWW,29,20,8.9,5,63,01:33 PM,12:35 AM,06:10 AM,06:48 PM,19,25,25,24,22,56,75,1.6,1010,29,10,254,18
KK Nagar ATM,2014-08-05,274,196,78,1377700,1008300,369400,TUESDAY,NH,W,WWW,29,20,8.9,5,63,01:33 PM,12:35 AM,06:10 AM,06:48 PM,19,25,25,24,22,56,75,1.6,1010,29,10,254,18
Christ College ATM,2014-08-05,167,64,103,781900,339400,442500,TUESDAY,NH,W,WWW,29,20,8.9,5,63,01:33 PM,12:35 AM,06:10 AM,06:48 PM,19,25,25,24,22,56,75,1.6,1010,29,10,254,18
